Type;Name;Version;purl;Supplier;Website;Source;Description;Licenses;Direct Dependency of;SHA-512 Hash;BomRef
library;@esbuild/linux-ppc64;0.27.7;pkg:npm/%40esbuild/linux-ppc64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/linux-ppc64;https://registry.npmjs.org/@esbuild/linux-ppc64/-/linux-ppc64-0.27.7.tgz;;MIT;;6c3f7dad3d13ee3ac399b75c8ea7bc04e37fb14122d850fa2bbd1068b22964d7f173d2f63aa19d95c22ceae52d202eb6d2b22d00c5d4e719324c8a4647be192b;450a13b7-9b5f-4d61-b71f-48d74c15f793
library;@esbuild/linux-ppc64;0.25.12;pkg:npm/%40esbuild/linux-ppc64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/linux-ppc64;https://registry.npmjs.org/@esbuild/linux-ppc64/-/linux-ppc64-0.25.12.tgz;;MIT;;78d3cb10d0b9db7fb1ec556369383fab6b19291d55fa18eafcf46bc59f17560aae2119c9e5a721307e552d3cf390a3163805ee403860c8a7de8051736a56961f;08618631-f2de-4072-ac0a-1de1cec5d2b9
library;@esbuild/linux-riscv64;0.27.7;pkg:npm/%40esbuild/linux-riscv64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/linux-riscv64;https://registry.npmjs.org/@esbuild/linux-riscv64/-/linux-riscv64-0.27.7.tgz;;MIT;;75e92b34bd21a5c0952cea1b1e254dfcaa4f65af3e719df374cbe3c82c154ac345e2e716fdd708107f4e5f8a9835126ecab96300d9fa876f307c3673267a944a;d4ec63c3-35b7-4798-870c-062f63cf4a6b
library;@esbuild/linux-riscv64;0.25.12;pkg:npm/%40esbuild/linux-riscv64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/linux-riscv64;https://registry.npmjs.org/@esbuild/linux-riscv64/-/linux-riscv64-0.25.12.tgz;;MIT;;28d86b482182be10a14b37ded6ca5e05dbc2ecca997f8fb544a3945d00223d8b9ad850cc3cbcc33726f8e99ffc9779f18fdc8a52c3106be87a97e7f7a6daae90;23356103-d1ef-4fa2-adb9-152a3d21c5eb
library;@esbuild/linux-s390x;0.27.7;pkg:npm/%40esbuild/linux-s390x@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/linux-s390x;https://registry.npmjs.org/@esbuild/linux-s390x/-/linux-s390x-0.27.7.tgz;;MIT;;e0d5cf3365616988404a036b5fad3d614ee4c95677f4e7c7e30a3657d6c39fcb7fa6eca81b148e521ad664a8a98943bdfe8b7736ca7f5e1606020d8f002610a2;200a1832-306a-4dce-bde4-6c1b2ca79a7c
library;@esbuild/linux-s390x;0.25.12;pkg:npm/%40esbuild/linux-s390x@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/linux-s390x;https://registry.npmjs.org/@esbuild/linux-s390x/-/linux-s390x-0.25.12.tgz;;MIT;;7c2f913e373def4cb58bc30543eff1ddc9e16d0edec7131137362977ad4e405d96dc31d4267bb9d238fd20227a5146cac03c17c56cf2ae3c36ef0d9a9678356b;ef24bf75-8ba1-4bba-b18b-ac122b78057e
library;@esbuild/linux-x64;0.25.12;pkg:npm/%40esbuild/linux-x64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/linux-x64;https://registry.npmjs.org/@esbuild/linux-x64/-/linux-x64-0.25.12.tgz;;MIT;;d3fc896463a595fc0ef656eb8134d8342890a75540ffbdadcfc8f5ce9c921a1d5494863801a136021df5d736f8f1f0974d550d68b1795f072a2e2c2a3b80f5e2;c9df4b86-b499-429b-a5ca-5225cd5e2b69
library;@esbuild/linux-x64;0.27.7;pkg:npm/%40esbuild/linux-x64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/linux-x64;https://registry.npmjs.org/@esbuild/linux-x64/-/linux-x64-0.27.7.tgz;;MIT;;43c3931038f2d46a5a3cb7f3eae887c98c3334f0dae3103add04a3e5dfb48bba692dcd20dbd5556d81659496d7288b4a8252a5dc271662a61639eff51df4f37c;61eec4c5-efad-4a31-99d7-47e81e21a103
library;@esbuild/netbsd-arm64;0.27.7;pkg:npm/%40esbuild/netbsd-arm64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/netbsd-arm64;https://registry.npmjs.org/@esbuild/netbsd-arm64/-/netbsd-arm64-0.27.7.tgz;;MIT;;27be40cfcae0cefb665c853f27896c943ffd75d49ec0917ad1e521d8e2fa9d588b6dff64bfa8f53e3b44b24e9b9abcf46f2c65ece6d7aea9951c124481f9aca9;5898fc4d-cd9e-4721-9cf3-dabd34a74517
library;@esbuild/netbsd-arm64;0.25.12;pkg:npm/%40esbuild/netbsd-arm64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/netbsd-arm64;https://registry.npmjs.org/@esbuild/netbsd-arm64/-/netbsd-arm64-0.25.12.tgz;;MIT;;ce3309852df450a64048246b851d62762b7d4c949472c62d3fb9462aaf1feb3d15151bc507cf5e9a49a68b078fd71f94855852102156dfd736ff9cb2f7401bcc;c3c3fc8d-3f20-4415-91e3-36b90164d9af
library;@esbuild/netbsd-x64;0.27.7;pkg:npm/%40esbuild/netbsd-x64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/netbsd-x64;https://registry.npmjs.org/@esbuild/netbsd-x64/-/netbsd-x64-0.27.7.tgz;;MIT;;748723fdaa06e0fafb8ad3bfff1699f761aaeb33ee2e8cd38b7febd37992a61437dba35878d4eadea18aabe024445853f09f7195f51599992a7d48bb71fcfae7;749768f0-86f4-43cb-ae3a-7476f7409e0a
library;@esbuild/netbsd-x64;0.25.12;pkg:npm/%40esbuild/netbsd-x64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/netbsd-x64;https://registry.npmjs.org/@esbuild/netbsd-x64/-/netbsd-x64-0.25.12.tgz;;MIT;;fe6d4a4b4bce1740ae6f6ccea4ee5c8d33036b64ab33ca120cf6c08c723ac43caf2c31ccb9fa5f354b6d63a3324c38396415d78bba5dd5050a17491d3e65bdcf;405ad605-43b1-4e9f-8048-c28de16fddc1
library;@esbuild/openbsd-arm64;0.25.12;pkg:npm/%40esbuild/openbsd-arm64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/openbsd-arm64;https://registry.npmjs.org/@esbuild/openbsd-arm64/-/openbsd-arm64-0.25.12.tgz;;MIT;;c1fc28327ecfcc99f3de8a5d14721f934ccaab9558d3f22eeafdc50a05d0c01ed4353f1d85e2fcb3ffb6eb9bed441b2880ab8620631b4fd7f227864d36a78643;d0013ff4-7d1d-42de-8b05-00c166ba696d
library;@esbuild/openbsd-arm64;0.27.7;pkg:npm/%40esbuild/openbsd-arm64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/openbsd-arm64;https://registry.npmjs.org/@esbuild/openbsd-arm64/-/openbsd-arm64-0.27.7.tgz;;MIT;;75ee6bc59630795a5d4bba9f52ba29ae282a95e68a3562088673a0e0c8e684680c2e2facb2b004d90cd75c58541874bb83274bf9a543f4aa7ee3e7ede094ce11;8e955892-4255-4fbe-9df9-3460e19346ed
library;@esbuild/openbsd-x64;0.25.12;pkg:npm/%40esbuild/openbsd-x64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/openbsd-x64;https://registry.npmjs.org/@esbuild/openbsd-x64/-/openbsd-x64-0.25.12.tgz;;MIT;;42515b4fd45fc9548b4badeeb74b1f35458be998773c858a85e9fea0635a282a2bcec239182985474369ad9745506ab7c8df84b79a4de3ac4e6519175f7045b4;7ec79bfb-2a9a-49d8-8c89-5094cebf9628
library;@esbuild/openbsd-x64;0.27.7;pkg:npm/%40esbuild/openbsd-x64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/openbsd-x64;https://registry.npmjs.org/@esbuild/openbsd-x64/-/openbsd-x64-0.27.7.tgz;;MIT;;d9e77b761226803302c8ceaf774e827775a90e7f0aec4de682a61d76c00a8bd6bc4e11949515d1accf04d443af225c66c13b72cb24d506310f011f31f5b0128a;8c9c86c3-150c-436c-9196-b6c94b2ad80a
library;@esbuild/openharmony-arm64;0.27.7;pkg:npm/%40esbuild/openharmony-arm64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/openharmony-arm64;https://registry.npmjs.org/@esbuild/openharmony-arm64/-/openharmony-arm64-0.27.7.tgz;;MIT;;501e42459aee89373931904a063ac0c81b355b5a16da6e8cc333e5c4f69d6da8914b9cdf132b5f78054cea9c29bf0cf483f87016224045f914e3140e46ce39ea;beab092a-4987-4fd2-821a-d69573d9cb75
library;@esbuild/openharmony-arm64;0.25.12;pkg:npm/%40esbuild/openharmony-arm64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/openharmony-arm64;https://registry.npmjs.org/@esbuild/openharmony-arm64/-/openharmony-arm64-0.25.12.tgz;;MIT;;7ead0542eaf704cddeec3911383c7b7d73255f03ab0b3cfa92e8cdcabcbe8672589d99b92de4983eb6913ba402b2b795e84065963b0b6a9484dcc0a193b64d26;ca909e53-1916-44cd-8149-b4a9abdeb954
library;@esbuild/sunos-x64;0.27.7;pkg:npm/%40esbuild/sunos-x64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/sunos-x64;https://registry.npmjs.org/@esbuild/sunos-x64/-/sunos-x64-0.27.7.tgz;;MIT;;92c9240ccb542d725c9ffdac3dd64f151ec9ba8d45b7a1018f928db66daff7299f2f5a691dc2aff45d67b82c50e53792e6f51d9414909be406415a78b1ef09e2;9695a4d8-d13e-4c60-adb9-d168d8a06eef
library;@esbuild/sunos-x64;0.25.12;pkg:npm/%40esbuild/sunos-x64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/sunos-x64;https://registry.npmjs.org/@esbuild/sunos-x64/-/sunos-x64-0.25.12.tgz;;MIT;;07d1f879bfaf0af88be86f2b6525dce1228b33f2db5111dbf88a6b5d278011ed20638d71cf51f590bc7eaae68326102c6282e6c839bbd3583d77a56c6e456ee5;5e700220-276a-41b1-812a-3870fba20649
library;@esbuild/win32-arm64;0.25.12;pkg:npm/%40esbuild/win32-arm64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/win32-arm64;https://registry.npmjs.org/@esbuild/win32-arm64/-/win32-arm64-0.25.12.tgz;;MIT;;aefe5cf641553d3cc8b5d6898b4ef97311a07acd62f36dae531b6fd1dc94d6570fcf32f4c20c234615faa69a70ca43480b50e41dfab4109baf85920fd6639180;c3c3acb2-1bad-488d-9b78-84d56aa4371f
library;@esbuild/win32-arm64;0.27.7;pkg:npm/%40esbuild/win32-arm64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/win32-arm64;https://registry.npmjs.org/@esbuild/win32-arm64/-/win32-arm64-0.27.7.tgz;;MIT;;218ac0c3325d8fce53eba1cd9cb46a355420ca253b6bd18ed5a017c44efacb9e60cc2a1f57d11d4646557c636e0b958089dc82615a3e6a58f15d3dae5f1ae627;923d2381-952c-497b-8bd4-8f5f81438a3b
library;@esbuild/win32-ia32;0.25.12;pkg:npm/%40esbuild/win32-ia32@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/win32-ia32;https://registry.npmjs.org/@esbuild/win32-ia32/-/win32-ia32-0.25.12.tgz;;MIT;;1ddc460e8f2b647912ad98bcf8ac99fce4f46bc0a31e47dcd2ee11d1b806289d44f81795ea7de7fa43451222bad6ca3a9e98b41b6b54e1b16132ecf82a652aea;c2aef14f-df70-4754-92f5-171427c918f0
library;@esbuild/win32-ia32;0.27.7;pkg:npm/%40esbuild/win32-ia32@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/win32-ia32;https://registry.npmjs.org/@esbuild/win32-ia32/-/win32-ia32-0.27.7.tgz;;MIT;;4a99cd4bf29cfa27e61a0b9e41af5ad5f5645ec796fb862d092e497e1bdc7d28e13ccf27ad0726c71645079acc14059ce28677f05f68e638ede8781e1633d4ed;e85f0f0d-e00a-4950-a476-80e819e7f68c
library;@esbuild/win32-x64;0.25.12;pkg:npm/%40esbuild/win32-x64@0.25.12;@esbuild;https://www.npmjs.com/package/@esbuild/win32-x64;https://registry.npmjs.org/@esbuild/win32-x64/-/win32-x64-0.25.12.tgz;;MIT;;1421bc9ec4f9cf44facb0b4022fc39253b71efeafb368b9edd99fe8189d5061cb2e76b64f3a18bd6f319abbc4cb21696e367001e6db020f9b0bcf5d7b75a8119;f72be114-7de8-4b90-9ec1-0730cd59c1bc
library;@esbuild/win32-x64;0.27.7;pkg:npm/%40esbuild/win32-x64@0.27.7;@esbuild;https://www.npmjs.com/package/@esbuild/win32-x64;https://registry.npmjs.org/@esbuild/win32-x64/-/win32-x64-0.27.7.tgz;;MIT;;3ea220782ef041564f0ab98d5706ddf2e070194b68bc8566c3ee5b853997e817556c69f9fe3202461611eca4e997c9bc781537a4903ff5740e5793c95f5c428b;792ad4e4-22d2-4abc-ac46-8e8ced2e35d3
library;escalade;3.2.0;pkg:npm/escalade@3.2.0;;https://www.npmjs.com/package/escalade;https://registry.npmjs.org/escalade/-/escalade-3.2.0.tgz;;MIT;;cf1301c12e148d692d8a82de0b687d2156c7a26b136ec472109919b309cbd2239cd0242a97fa90c62ba0f904bea18255b3fdb5677764333507640effa77f4c33;1ca715de-b489-4e31-b1a2-13a3de6b3b6a
library;escape-string-regexp;4.0.0;pkg:npm/escape-string-regexp@4.0.0;;https://www.npmjs.com/package/escape-string-regexp;https://registry.npmjs.org/escape-string-regexp/-/escape-string-regexp-4.0.0.tgz;;MIT;;3cdce83b0d878a0d0c761717dd19ece1e64d9dce50bcfa9ea7fcf3b0a3a294a1464fb59e261fed22bef45c51e68d9c7896d6b0a4cd1094bd5a54d7d9bdb0a2a2;d65c932e-3189-4c31-97ef-ab6cd55efd0b
library;es-define-property;1.0.1;pkg:npm/es-define-property@1.0.1;;https://www.npmjs.com/package/es-define-property;https://registry.npmjs.org/es-define-property/-/es-define-property-1.0.1.tgz;;MIT;;425361c0380615228608abe598af91e26059e3545869ddba0423eea05a56ff893201781d23e4c16364bc4670e4bb7db8c1f77232cf06047f7c6e2df7a55dece5;d9429817-1ed6-400b-b3e2-b56435eaa42c
library;es-errors;1.3.0;pkg:npm/es-errors@1.3.0;;https://www.npmjs.com/package/es-errors;https://registry.npmjs.org/es-errors/-/es-errors-1.3.0.tgz;;MIT;;aea14ea1d62d1322ee63d2d0b59285c07a687dc770d44bd14f9fb65dc970ce2a01d21126a8c5c6f14f823143b6937c640f5b3894cc079d03fea5d1f5cc0dd0dc;3cd3637f-4126-4ae8-85ef-5f30f4211c9a
library;eslint;9.39.4;pkg:npm/eslint@9.39.4;;https://www.npmjs.com/package/eslint;https://registry.npmjs.org/eslint/-/eslint-9.39.4.tgz;;MIT;;bc2b67b4f998e47542b68ccd2f436749f5ddaa63f964e7fbd72d239bd67e6411501bddd666fbe4d4d011b183b7df7371745c4ea711f319f4065c656d3f445df3;51b4ed2f-14bc-49d3-a01d-8029ef92b3ec
library;@eslint-community/eslint-utils;4.9.1;pkg:npm/%40eslint-community/eslint-utils@4.9.1;@eslint-community;https://www.npmjs.com/package/@eslint-community/eslint-utils;https://registry.npmjs.org/@eslint-community/eslint-utils/-/eslint-utils-4.9.1.tgz;;MIT;;e1a223341ee4cb3013ae3205332820a9531ea054ab8240750231317fc9a854cac6d40eefc3cfd3b9d60ee63c534035ac6049e2c2ef1171c82da0a4d7984fc107;8213ad60-8eed-4d1c-ae99-dc129a9f725c
library;@eslint-community/regexpp;4.12.2;pkg:npm/%40eslint-community/regexpp@4.12.2;@eslint-community;https://www.npmjs.com/package/@eslint-community/regexpp;https://registry.npmjs.org/@eslint-community/regexpp/-/regexpp-4.12.2.tgz;;MIT;;bbf8862d5e207558a20d26a1a333ae8638abf71bd23ad5392c3bd1dfb844fdccd759d8b83bd29d8b60b02e8d5e3e68bcd90ec6c1c0fe35dad7a1f78c05d8112f;6d22615a-f12c-48c4-bf21-5f9b69763c97
library;@eslint/config-array;0.21.2;pkg:npm/%40eslint/config-array@0.21.2;@eslint;https://www.npmjs.com/package/@eslint/config-array;https://registry.npmjs.org/@eslint/config-array/-/config-array-0.21.2.tgz;;Apache-2.0;;a5843eb96264e6868d25cf2f548b22e1ae24735d18a49abe3f26e1902343b3b543ffbc58a332b9f9879682101850908cc63b21db91166cfc57493f6c149e97b6;f9816539-1991-4e57-8977-9be583932cbe
library;@eslint/config-helpers;0.4.2;pkg:npm/%40eslint/config-helpers@0.4.2;@eslint;https://www.npmjs.com/package/@eslint/config-helpers;https://registry.npmjs.org/@eslint/config-helpers/-/config-helpers-0.4.2.tgz;;Apache-2.0;;81381806411f03a86b42ace32f4c490c91b474ddc1f5e198b923bd464e4370f7bea48abf952f1b90820da8659055c29ea98f9152f37a388f154436a7a5540d2b;85491a88-0c3d-498e-b232-ec6945f447db
library;@eslint/core;0.17.0;pkg:npm/%40eslint/core@0.17.0;@eslint;https://www.npmjs.com/package/@eslint/core;https://registry.npmjs.org/@eslint/core/-/core-0.17.0.tgz;;Apache-2.0;;4f29dd8b676d1cfb678ccd21a5897479538dc5e958fb4130c0ba31601c502a70a4fd42ef3a153a9ac9f8c13a4061bc085a5eda4a7b52734ce57ac64fa2146b91;f9c8c7cd-d86e-4c3a-baf9-efe7cba0f584
library;@eslint/eslintrc;3.3.5;pkg:npm/%40eslint/eslintrc@3.3.5;@eslint;https://www.npmjs.com/package/@eslint/eslintrc;https://registry.npmjs.org/@eslint/eslintrc/-/eslintrc-3.3.5.tgz;;MIT;;0498964f85d4edb530433af923abbfb0faf8055825133fbaae5871c95a25c6384dc6ccb0132b70bc62aa9c2e4bcebf9bdb1111e69a9e35d4636ed4b3038827eb;8e8d182c-9c74-4849-be4b-89a3a3694dc2
library;@eslint/js;9.39.2;pkg:npm/%40eslint/js@9.39.2;@eslint;https://www.npmjs.com/package/@eslint/js;https://registry.npmjs.org/@eslint/js/-/js-9.39.2.tgz;;MIT;;878a8c772bd91961d2449c98fdcc030f0a7e5abfedd50e6a822ed84395e0fdebffcfa942dcb89a3f2b6e2f9138b463821aaccd383e074d91f8a6c5cd658b4ca4;2ade6b44-8c4b-4791-96d8-d8baaac6e8bf
library;@eslint/js;9.39.4;pkg:npm/%40eslint/js@9.39.4;@eslint;https://www.npmjs.com/package/@eslint/js;https://registry.npmjs.org/@eslint/js/-/js-9.39.4.tgz;;MIT;;ff5f0b664a009f0784cc421ed527da8f921ddb8d9cf0e57114e5a6e8ea9e23a07d5ed29485fc18aab9ae174603bd4c4e887683e3a119dc26071a88a1be54e052;1a3abded-3988-42c5-b472-40febc3e1659
library;@eslint/object-schema;2.1.7;pkg:npm/%40eslint/object-schema@2.1.7;@eslint;https://www.npmjs.com/package/@eslint/object-schema;https://registry.npmjs.org/@eslint/object-schema/-/object-schema-2.1.7.tgz;;Apache-2.0;;e55e0a6ac4651d77f7088bbdbaca4723d12c4a4c48e2d4bb037f39362526b07eb0037378c7c4ba4efd20691c6c76256fff042bcb592921ad0e719d1e2121febd;6603aeb1-3796-4420-b3dd-26d01c5b24f7
library;@eslint/plugin-kit;0.4.1;pkg:npm/%40eslint/plugin-kit@0.4.1;@eslint;https://www.npmjs.com/package/@eslint/plugin-kit;https://registry.npmjs.org/@eslint/plugin-kit/-/plugin-kit-0.4.1.tgz;;Apache-2.0;;27a51d9da9dc5032d3f86d8295c81c5c984668cfa1be7bc5283a0e0639f2068ae2d8169cdc308fad57a79aa888f7ed71db576842fe061500e4eea7b4d4681e17;46a269ce-d5f9-406b-bdd5-b3017c97f1ff
library;eslint-plugin-perfectionist;5.5.0;pkg:npm/eslint-plugin-perfectionist@5.5.0;;https://www.npmjs.com/package/eslint-plugin-perfectionist;https://registry.npmjs.org/eslint-plugin-perfectionist/-/eslint-plugin-perfectionist-5.5.0.tgz;;MIT;;19beba9473d9917aaf7b387252bc263afbf218aeca13a42ffb9113215efbde2d517176686aa25044110dcdd6191b7d8b12469e38654fb429877bc02a5f712c80;b623032c-c5df-427b-8f50-ce3e876ed823
library;eslint-plugin-storybook;10.3.5;pkg:npm/eslint-plugin-storybook@10.3.5;;https://www.npmjs.com/package/eslint-plugin-storybook;https://registry.npmjs.org/eslint-plugin-storybook/-/eslint-plugin-storybook-10.3.5.tgz;;MIT;;009c37e03893da08c6a52126779ee155edf13299abe4298ddba0e2d6ea125f09da451074f9e024a052e799100ed3fedaeebb74d9fb2d09243fc921f535cee841;20ed2eb5-7247-4beb-b565-0398de9e295a
library;eslint-plugin-unused-imports;4.1.4;pkg:npm/eslint-plugin-unused-imports@4.1.4;;https://www.npmjs.com/package/eslint-plugin-unused-imports;https://registry.npmjs.org/eslint-plugin-unused-imports/-/eslint-plugin-unused-imports-4.1.4.tgz;;MIT;;2caf7e1e39741bc4b3bf6cf17730a3e1280d9dfde7a6bc783bfd97909f4cae99c8fc2276e65223151759bba1d8031e81a3bb7943f9898108fc62944a1fdba153;eebdf229-08f7-4e00-aa39-d0aa87e80f91
library;eslint-plugin-vue;10.8.0;pkg:npm/eslint-plugin-vue@10.8.0;;https://www.npmjs.com/package/eslint-plugin-vue;https://registry.npmjs.org/eslint-plugin-vue/-/eslint-plugin-vue-10.8.0.tgz;;MIT;;bd31c2449d0c3081fe1caca5505a95ae2533eb4e62335d9296e361e903d774480efe9744ab7cb4d5cec19fcb94603e5aa53ee927d922aa332af957a24672e781;dabed159-00bb-4bef-989b-85c4f0ddca96
library;eslint-scope;8.4.0;pkg:npm/eslint-scope@8.4.0;;https://www.npmjs.com/package/eslint-scope;https://registry.npmjs.org/eslint-scope/-/eslint-scope-8.4.0.tgz;;BSD-2-Clause;;08db69f060bee897177f9fac771fb169ebc37ca11a347e59528c4a8d06ea187501828e1246614c22cdbfc8c73383e01c54c9459d8d69db820625ce77484aac5b;c0365d09-e17f-4edf-aebe-68d0b7778faf
library;eslint-visitor-keys;3.4.3;pkg:npm/eslint-visitor-keys@3.4.3;;https://www.npmjs.com/package/eslint-visitor-keys;https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-3.4.3.tgz;;Apache-2.0;;cf2a13d2cb977ff0198c7412869ae13a7839283f98a68571499ed553448b129c48d9840a0086ef20413cefb5de19d79360666437dde1eaa9d25e3566d8ccc6b0;86f4f2a9-b917-4401-81ca-c4be5a1f4f26
library;eslint-visitor-keys;4.2.1;pkg:npm/eslint-visitor-keys@4.2.1;;https://www.npmjs.com/package/eslint-visitor-keys;https://registry.npmjs.org/eslint-visitor-keys/-/eslint-visitor-keys-4.2.1.tgz;;Apache-2.0;;fdc1f3fe685b8e524228ec86e2ed669039846bfda406695ee9b341d54b4a4261126308cf79e6766d11452d8789da5ced7057566bae826aa50398e30d37c0457c;4a274b03-4b53-443e-9fd6-fd9ecd7476da
library;es-module-lexer;1.7.0;pkg:npm/es-module-lexer@1.7.0;;https://www.npmjs.com/package/es-module-lexer;https://registry.npmjs.org/es-module-lexer/-/es-module-lexer-1.7.0.tgz;;MIT;;3312dc809fd902f4942e0e47b90017f28f7ada54c9b5557eb11313a7396a405406952597258b510291bd62d3ef4dfc48ad9e04bd1fbd655d3192d4478f505c36;0e93509f-d7d2-40be-b569-b319f41b2318
library;esm-resolve;1.0.11;pkg:npm/esm-resolve@1.0.11;;https://www.npmjs.com/package/esm-resolve;https://registry.npmjs.org/esm-resolve/-/esm-resolve-1.0.11.tgz;;Apache-2.0;;9e46c9721902b3ec4e1c5ab24281bea0086d4c3921b2e6af76947377825d37118005fc8c582874561a887b70500c41c81c15ec43cd7a5010d2af299565ad950c;c81ffa9f-7877-4461-ad39-7c2039cc0c55
library;es-object-atoms;1.1.1;pkg:npm/es-object-atoms@1.1.1;;https://www.npmjs.com/package/es-object-atoms;https://registry.npmjs.org/es-object-atoms/-/es-object-atoms-1.1.1.tgz;;MIT;;07a79bb838cab290a2ecfa109c2ed9b76aa659ce1fbf8697c4bf66a3bc2a0f19236017d7462e719a7c60d37a6649af77a975814e49576e0ca0009c1c3713ab67;6aa91f19-dfba-467a-998d-5e4ee8f1dee6
library;espree;10.4.0;pkg:npm/espree@10.4.0;;https://www.npmjs.com/package/espree;https://registry.npmjs.org/espree/-/espree-10.4.0.tgz;;BSD-2-Clause;;572e0cd2c4a1b8ce49a99c6428576e5e029f777f6144ffd74343d4e31f258a85582c4b78dc5c8a19e3798e897f36b206e9af3e1285ae75b5d7196d09b2585e97;390e695a-7056-4870-a40f-ea57e1a3a6e6
library;esprima;4.0.1;pkg:npm/esprima@4.0.1;;https://www.npmjs.com/package/esprima;https://registry.npmjs.org/esprima/-/esprima-4.0.1.tgz;;BSD-2-Clause;;5f639af3a0f01b8e6c0e32df661546e1afdbefa3557b977fa7e067f72cadc4bef30f71e26fe94e774049b3f47a79e04b293f04c745e123f379f5142fb950d9bd;d8799fa1-a953-4109-ba48-5e27860aec4f
library;esquery;1.7.0;pkg:npm/esquery@1.7.0;;https://www.npmjs.com/package/esquery;https://registry.npmjs.org/esquery/-/esquery-1.7.0.tgz;;BSD-3-Clause;;9475eba00a0d15631f8b2b4f20aa5076ef0f6f30bd260a0d7892ca98dc3e30528af6fb775086c95de6af871e6cd275823254523f406e63a21a46039d394dabb2;4d79b436-e151-4018-bbaf-6e20bb4020ef
library;esrecurse;4.3.0;pkg:npm/esrecurse@4.3.0;;https://www.npmjs.com/package/esrecurse;https://registry.npmjs.org/esrecurse/-/esrecurse-4.3.0.tgz;;BSD-2-Clause;;82305ed1af55638c0b376732fd544cd733f90dab85cb04d99699fcee7a967268d8a53afe059c292e9b668f2e101789506274866f6d95040c30d64d639306710f;516896dc-1dc7-48e0-8b2b-6ce7fd3ab193
library;estraverse;5.3.0;pkg:npm/estraverse@5.3.0;;https://www.npmjs.com/package/estraverse;https://registry.npmjs.org/estraverse/-/estraverse-5.3.0.tgz;;BSD-2-Clause;;63b2ff859d148baa30fac56dc7083def833977d1b8eb7f565ae1a13030ad9030a3bc8af0f36c2ab67d6fa14a618f76df05cb91280571df8332d1f3637131f703;e1089fb5-1060-4cb2-b51b-aa3e1a105ce3
library;estree-walker;3.0.3;pkg:npm/estree-walker@3.0.3;;https://www.npmjs.com/package/estree-walker;https://registry.npmjs.org/estree-walker/-/estree-walker-3.0.3.tgz;;MIT;;62452ee24be61760adf6cc21642c9acd666dbcbb190e356546b2e522f7c1d1c32adf1ecd64be2b19f5bbfb1e63a17d751f67a115af855b7f05b296ecb5a0c4f5;b8224b0f-c0dc-4d3e-8704-c712b938e2fd
library;estree-walker;2.0.2;pkg:npm/estree-walker@2.0.2;;https://www.npmjs.com/package/estree-walker;https://registry.npmjs.org/estree-walker/-/estree-walker-2.0.2.tgz;;MIT;;dbc27f5a5325e446ba8e921dcc3c86d8f0a7fea4b1d9ab0dc5adaef6db5e3c085dd2358f00d9b86d7b829ada7da18f59ec87791a22bf21985facf14db58298ec;afdadcb4-7055-43c6-8bf9-f9d706a996ad
library;esutils;2.0.3;pkg:npm/esutils@2.0.3;;https://www.npmjs.com/package/esutils;https://registry.npmjs.org/esutils/-/esutils-2.0.3.tgz;;BSD-2-Clause;;92df9bc10220c127cf447283a78877611093edf736230391c6c10f860702dc522623199432b569669db8f74c24b18175801dec29911bd7520fc055ee7abeb4a6;55c7e017-d54b-4b24-bc52-188e8d2141ea
library;events;3.3.0;pkg:npm/events@3.3.0;;https://www.npmjs.com/package/events;https://registry.npmjs.org/events/-/events-3.3.0.tgz;;MIT;;f37067ccde4c03bf67a7ab1575f28564345192dd748ef1af474b07d2652f38bd555ed14423fcdcef76067ce8fdda050eab2a8950b2677d022f16c37482b003d7;1f0cc0c2-fb9e-48f9-bddb-3a792b1fbe95
